Proje_ID,Bolge,Sehir,Proje_Tipi,Konut_Sayisi,Konut_Fiyati_TL,Toplam_Basvuru,Kura_Kazanma_Sansi_Yuzde,Pesinat_Orani_Yuzde,Pesinat_Tutari_TL,Vade_Ay,Baslangic_Taksiti_TL,Proje_Durumu
TOKI_2026_003310,Ege,Mugla,Sosyal Konut (Alt Gelir),638,1339000.0,7434,8.58,10,134000.0,240,5000.0,Insaat Halinde
TOKI_2026_003311,Marmara,Balikesir,Orta Gelir Konut,2592,2510000.0,10739,24.14,20,502000.0,180,11000.0,Tamamlandi
TOKI_2026_003312,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),868,1116000.0,5855,14.82,10,112000.0,240,4000.0,Insaat Halinde
TOKI_2026_003313,Ege,Izmir,Sosyal Konut (Alt Gelir),1363,1970000.0,16857,8.09,10,197000.0,240,7000.0,Tamamlandi
TOKI_2026_003314,Marmara,Tekirdag,Sosyal Konut (Alt Gelir),112,1306000.0,859,13.04,10,131000.0,240,5000.0,Insaat Halinde
TOKI_2026_003315,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1543,1724000.0,26001,5.93,10,172000.0,240,6000.0,Insaat Halinde
TOKI_2026_003316,Karadeniz,Giresun,Orta Gelir Konut,1885,2016000.0,5521,34.14,20,403000.0,180,9000.0,Tamamlandi
TOKI_2026_003317,Marmara,Istanbul,Sosyal Konut (Alt Gelir),975,1991000.0,29241,3.33,10,199000.0,240,7000.0,Insaat Halinde
TOKI_2026_003318,Ege,Izmir,Orta Gelir Konut,529,3526000.0,5256,10.06,20,705000.0,180,16000.0,Tamamlandi
TOKI_2026_003319,Dogu Anadolu,Agri,Orta Gelir Konut,1589,1912000.0,6743,23.57,20,382000.0,180,8000.0,Insaat Halinde
TOKI_2026_003320,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),884,1627000.0,13265,6.66,10,163000.0,240,6000.0,Insaat Halinde
TOKI_2026_003321,Ic Anadolu,Ankara,Orta Gelir Konut,826,3220000.0,8602,9.6,20,644000.0,180,14000.0,Insaat Halinde
TOKI_2026_003322,Karadeniz,Giresun,Sosyal Konut (Alt Gelir),1700,1270000.0,15143,11.23,10,127000.0,240,5000.0,Insaat Halinde
TOKI_2026_003323,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),1997,931000.0,12330,16.2,10,93000.0,240,3000.0,Insaat Halinde
TOKI_2026_003324,Akdeniz,Hatay,Sosyal Konut (Alt Gelir),2931,1584000.0,16380,17.89,10,158000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_003325,Dogu Anadolu,Erzurum,Sosyal Konut (Alt Gelir),1615,1220000.0,14071,11.48,10,122000.0,240,5000.0,Insaat Halinde
TOKI_2026_003326,Dogu Anadolu,Malatya,Kentsel Donusum,2662,1937000.0,7654,34.78,20,387000.0,180,9000.0,Tamamlandi
TOKI_2026_003327,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),1471,1517000.0,22806,6.45,10,152000.0,240,6000.0,Tamamlandi
TOKI_2026_003328,Marmara,Canakkale,Orta Gelir Konut,1113,2700000.0,8817,12.62,20,540000.0,180,12000.0,Tamamlandi
TOKI_2026_003329,Marmara,Bursa,Sosyal Konut (Alt Gelir),2969,1177000.0,33607,8.83,10,118000.0,240,4000.0,Insaat Halinde
TOKI_2026_003330,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),2289,892000.0,8771,26.1,10,89000.0,240,3000.0,Tamamlandi
TOKI_2026_003331,Dogu Anadolu,Ardahan,Orta Gelir Konut,2239,2074000.0,10940,20.47,20,415000.0,180,9000.0,Insaat Halinde
TOKI_2026_003332,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),185,1772000.0,2029,9.12,10,177000.0,240,7000.0,Tamamlandi
TOKI_2026_003333,Akdeniz,Antalya,Orta Gelir Konut,988,2472000.0,11102,8.9,20,494000.0,180,11000.0,Insaat Halinde
TOKI_2026_003334,Ege,Izmir,Sosyal Konut (Alt Gelir),2790,1714000.0,66644,4.19,10,171000.0,240,6000.0,Insaat Halinde
TOKI_2026_003335,Akdeniz,Adana,Kentsel Donusum,674,2720000.0,1633,41.27,20,544000.0,180,12000.0,Insaat Halinde
TOKI_2026_003336,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),1363,1056000.0,10112,13.48,10,106000.0,240,4000.0,Insaat Halinde
TOKI_2026_003337,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2694,1363000.0,10231,26.33,10,136000.0,240,5000.0,Tamamlandi
TOKI_2026_003338,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),235,1864000.0,2831,8.3,10,186000.0,240,7000.0,Insaat Halinde
TOKI_2026_003339,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),1540,1776000.0,37075,4.15,10,178000.0,240,7000.0,Insaat Halinde
TOKI_2026_003340,Karadeniz,Rize,Sosyal Konut (Alt Gelir),2082,1317000.0,12928,16.1,10,132000.0,240,5000.0,Tamamlandi
TOKI_2026_003341,Dogu Anadolu,Kars,Sosyal Konut (Alt Gelir),2797,1153000.0,13647,20.5,10,115000.0,240,4000.0,Tamamlandi
TOKI_2026_003342,Ege,Manisa,Sosyal Konut (Alt Gelir),1190,1374000.0,16141,7.37,10,137000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_003343,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2337,1808000.0,27026,8.65,10,181000.0,240,7000.0,Insaat Halinde
TOKI_2026_003344,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),2324,872000.0,17802,13.05,10,87000.0,240,3000.0,Tamamlandi
TOKI_2026_003345,Ege,Kutahya,Sosyal Konut (Alt Gelir),2435,1274000.0,27922,8.72,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_003346,Ic Anadolu,Yozgat,Sosyal Konut (Alt Gelir),2567,951000.0,14000,18.34,10,95000.0,240,4000.0,Insaat Halinde
TOKI_2026_003347,Güneydogu Anadolu,Sanliurfa,Kentsel Donusum,2924,1977000.0,6810,42.94,20,395000.0,180,9000.0,Planlama Asamasinda
TOKI_2026_003348,Karadeniz,Zonguldak,Sosyal Konut (Alt Gelir),302,1157000.0,1883,16.04,10,116000.0,240,4000.0,Tamamlandi
TOKI_2026_003349,Akdeniz,Hatay,Sosyal Konut (Alt Gelir),727,1533000.0,5375,13.53,10,153000.0,240,6000.0,Tamamlandi
TOKI_2026_003350,Ege,Kutahya,Sosyal Konut (Alt Gelir),1279,1328000.0,11930,10.72,10,133000.0,240,5000.0,Planlama Asamasinda
TOKI_2026_003351,Akdeniz,Osmaniye,Sosyal Konut (Alt Gelir),778,1274000.0,4400,17.68,10,127000.0,240,5000.0,Tamamlandi
TOKI_2026_003352,Güneydogu Anadolu,Adiyaman,Sosyal Konut (Alt Gelir),2874,892000.0,11099,25.89,10,89000.0,240,3000.0,Tamamlandi
TOKI_2026_003353,Marmara,Istanbul,Sosyal Konut (Alt Gelir),154,1969000.0,6202,2.48,10,197000.0,240,7000.0,Tamamlandi
TOKI_2026_003354,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2765,1529000.0,50150,5.51,10,153000.0,240,6000.0,Insaat Halinde
TOKI_2026_003355,Karadeniz,Corum,Sosyal Konut (Alt Gelir),189,1017000.0,1287,14.69,10,102000.0,240,4000.0,Tamamlandi
TOKI_2026_003356,Karadeniz,Gumushane,Sosyal Konut (Alt Gelir),776,1304000.0,2988,25.97,10,130000.0,240,5000.0,Insaat Halinde
TOKI_2026_003357,Karadeniz,Artvin,Sosyal Konut (Alt Gelir),181,1161000.0,1055,17.16,10,116000.0,240,4000.0,Insaat Halinde
TOKI_2026_003358,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),2743,1218000.0,17988,15.25,10,122000.0,240,5000.0,Tamamlandi
TOKI_2026_003359,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2761,1546000.0,65442,4.22,10,155000.0,240,6000.0,Tamamlandi
TOKI_2026_003360,Dogu Anadolu,Van,Sosyal Konut (Alt Gelir),1168,1210000.0,10170,11.48,10,121000.0,240,5000.0,Tamamlandi
TOKI_2026_003361,Akdeniz,Mersin,Sosyal Konut (Alt Gelir),1230,1416000.0,6862,17.92,10,142000.0,240,5000.0,Tamamlandi
TOKI_2026_003362,Marmara,Canakkale,Sosyal Konut (Alt Gelir),825,1598000.0,9167,9.0,10,160000.0,240,6000.0,Insaat Halinde
TOKI_2026_003363,Ege,Kutahya,Kentsel Donusum,2272,2681000.0,18361,12.37,20,536000.0,180,12000.0,Tamamlandi
TOKI_2026_003364,Güneydogu Anadolu,Batman,Sosyal Konut (Alt Gelir),2826,1147000.0,14912,18.95,10,115000.0,240,4000.0,Tamamlandi
TOKI_2026_003365,Ege,Izmir,Sosyal Konut (Alt Gelir),2114,1729000.0,51671,4.09,10,173000.0,240,6000.0,Insaat Halinde
TOKI_2026_003366,Ege,Kutahya,Sosyal Konut (Alt Gelir),1049,1411000.0,11706,8.96,10,141000.0,240,5000.0,Tamamlandi
TOKI_2026_003367,Ic Anadolu,Karaman,Kentsel Donusum,562,1810000.0,2794,20.11,20,362000.0,180,8000.0,Insaat Halinde
TOKI_2026_003368,Güneydogu Anadolu,Kilis,Orta Gelir Konut,368,1873000.0,1464,25.14,20,375000.0,180,8000.0,Tamamlandi
TOKI_2026_003369,Ic Anadolu,Ankara,Orta Gelir Konut,887,3425000.0,7383,12.01,20,685000.0,180,15000.0,Tamamlandi
TOKI_2026_003370,Dogu Anadolu,Iğdir,Sosyal Konut (Alt Gelir),2402,982000.0,17416,13.79,10,98000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_003371,Dogu Anadolu,Agri,Orta Gelir Konut,1730,1776000.0,5616,30.8,20,355000.0,180,8000.0,Tamamlandi
TOKI_2026_003372,Marmara,Istanbul,Kentsel Donusum,2261,3580000.0,36380,6.21,20,716000.0,180,16000.0,Insaat Halinde
TOKI_2026_003373,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),1332,1127000.0,10813,12.32,10,113000.0,240,4000.0,Insaat Halinde
TOKI_2026_003374,Marmara,Kocaeli,Sosyal Konut (Alt Gelir),590,1334000.0,9290,6.35,10,133000.0,240,5000.0,Tamamlandi
TOKI_2026_003375,Karadeniz,Karabuk,Sosyal Konut (Alt Gelir),1674,1172000.0,8875,18.86,10,117000.0,240,4000.0,Insaat Halinde
TOKI_2026_003376,Karadeniz,Zonguldak,Sosyal Konut (Alt Gelir),2457,1144000.0,9527,25.79,10,114000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_003377,Marmara,Bilecik,Sosyal Konut (Alt Gelir),2652,1146000.0,33311,7.96,10,115000.0,240,4000.0,Tamamlandi
TOKI_2026_003378,Akdeniz,Isparta,Sosyal Konut (Alt Gelir),2135,1525000.0,16780,12.72,10,153000.0,240,6000.0,Insaat Halinde
TOKI_2026_003379,Marmara,Istanbul,Kentsel Donusum,1541,3490000.0,25731,5.99,20,698000.0,180,16000.0,Insaat Halinde
TOKI_2026_003380,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),1992,1026000.0,9348,21.31,10,103000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_003381,Dogu Anadolu,Hakkari,Sosyal Konut (Alt Gelir),1676,924000.0,14254,11.76,10,92000.0,240,3000.0,Insaat Halinde
TOKI_2026_003382,Ic Anadolu,Eskisehir,Orta Gelir Konut,2390,2099000.0,11629,20.55,20,420000.0,180,9000.0,Insaat Halinde
TOKI_2026_003383,Ic Anadolu,Ankara,Orta Gelir Konut,1551,3251000.0,10970,14.14,20,650000.0,180,14000.0,Tamamlandi
TOKI_2026_003384,Karadeniz,Zonguldak,Orta Gelir Konut,1900,1971000.0,7511,25.3,20,394000.0,180,9000.0,Insaat Halinde
TOKI_2026_003385,Ege,Izmir,Orta Gelir Konut,392,3292000.0,2608,15.03,20,658000.0,180,15000.0,Insaat Halinde
TOKI_2026_003386,Ic Anadolu,Ankara,Orta Gelir Konut,2898,3431000.0,22925,12.64,20,686000.0,180,15000.0,Tamamlandi
TOKI_2026_003387,Ege,Izmir,Sosyal Konut (Alt Gelir),1619,1702000.0,24225,6.68,10,170000.0,240,6000.0,Tamamlandi
TOKI_2026_003388,Dogu Anadolu,Iğdir,Sosyal Konut (Alt Gelir),532,1321000.0,3927,13.55,10,132000.0,240,5000.0,Insaat Halinde
TOKI_2026_003389,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2128,1681000.0,52128,4.08,10,168000.0,240,6000.0,Tamamlandi
TOKI_2026_003390,Güneydogu Anadolu,Mardin,Kentsel Donusum,477,2179000.0,1677,28.44,20,436000.0,180,10000.0,Tamamlandi
TOKI_2026_003391,Akdeniz,Burdur,Orta Gelir Konut,1598,2540000.0,6318,25.29,20,508000.0,180,11000.0,Tamamlandi
TOKI_2026_003392,Akdeniz,Kahramanmaras,Sosyal Konut (Alt Gelir),2657,1378000.0,12294,21.61,10,138000.0,240,5000.0,Insaat Halinde
TOKI_2026_003393,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2153,1907000.0,87960,2.45,10,191000.0,240,7000.0,Tamamlandi
TOKI_2026_003394,Ic Anadolu,Ankara,Orta Gelir Konut,2973,3435000.0,21632,13.74,20,687000.0,180,15000.0,Tamamlandi
TOKI_2026_003395,Akdeniz,Adana,Sosyal Konut (Alt Gelir),1956,1418000.0,13297,14.71,10,142000.0,240,5000.0,Insaat Halinde
TOKI_2026_003396,Ic Anadolu,Kirsehir,Sosyal Konut (Alt Gelir),1343,876000.0,6803,19.74,10,88000.0,240,3000.0,Insaat Halinde
TOKI_2026_003397,Marmara,Istanbul,Sosyal Konut (Alt Gelir),330,1935000.0,7245,4.55,10,193000.0,240,7000.0,Insaat Halinde
TOKI_2026_003398,Dogu Anadolu,Erzincan,Orta Gelir Konut,1132,1798000.0,5247,21.57,20,360000.0,180,8000.0,Insaat Halinde
TOKI_2026_003399,Akdeniz,Hatay,Kentsel Donusum,1067,2707000.0,3408,31.31,20,541000.0,180,12000.0,Tamamlandi
TOKI_2026_003400,Karadeniz,Artvin,Sosyal Konut (Alt Gelir),2262,1254000.0,15566,14.53,10,125000.0,240,5000.0,Tamamlandi
TOKI_2026_003401,Marmara,Tekirdag,Kentsel Donusum,833,2705000.0,6989,11.92,20,541000.0,180,12000.0,Insaat Halinde
TOKI_2026_003402,Dogu Anadolu,Kars,Sosyal Konut (Alt Gelir),554,953000.0,2861,19.36,10,95000.0,240,4000.0,Tamamlandi
TOKI_2026_003403,Marmara,Istanbul,Sosyal Konut (Alt Gelir),1340,1927000.0,53316,2.51,10,193000.0,240,7000.0,Insaat Halinde
TOKI_2026_003404,Dogu Anadolu,Ardahan,Sosyal Konut (Alt Gelir),2645,940000.0,15351,17.23,10,94000.0,240,4000.0,Insaat Halinde
TOKI_2026_003405,Ic Anadolu,Eskisehir,Sosyal Konut (Alt Gelir),1553,1050000.0,8251,18.82,10,105000.0,240,4000.0,Insaat Halinde
TOKI_2026_003406,Dogu Anadolu,Erzincan,Kentsel Donusum,1640,2094000.0,3793,43.24,20,419000.0,180,9000.0,Tamamlandi
TOKI_2026_003407,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),1320,1179000.0,8549,15.44,10,118000.0,240,4000.0,Tamamlandi
TOKI_2026_003408,Akdeniz,Adana,Orta Gelir Konut,1061,2431000.0,2443,43.43,20,486000.0,180,11000.0,Tamamlandi
TOKI_2026_003409,Güneydogu Anadolu,Sirnak,Sosyal Konut (Alt Gelir),2700,1173000.0,14955,18.05,10,117000.0,240,4000.0,Planlama Asamasinda
TOKI_2026_003410,Akdeniz,Antalya,Orta Gelir Konut,2406,2407000.0,30604,7.86,20,481000.0,180,11000.0,Tamamlandi
TOKI_2026_003411,Güneydogu Anadolu,Sirnak,Sosyal Konut (Alt Gelir),2541,1208000.0,11573,21.96,10,121000.0,240,5000.0,Tamamlandi
TOKI_2026_003412,Akdeniz,Adana,Orta Gelir Konut,802,2509000.0,3605,22.25,20,502000.0,180,11000.0,Insaat Halinde
TOKI_2026_003413,Güneydogu Anadolu,Kilis,Sosyal Konut (Alt Gelir),1485,1159000.0,7276,20.41,10,116000.0,240,4000.0,Insaat Halinde
TOKI_2026_003414,Güneydogu Anadolu,Gaziantep,Kentsel Donusum,1043,2038000.0,4904,21.27,20,408000.0,180,9000.0,Insaat Halinde
TOKI_2026_003415,Marmara,Bursa,Sosyal Konut (Alt Gelir),1743,1143000.0,19341,9.01,10,114000.0,240,4000.0,Tamamlandi
TOKI_2026_003416,Dogu Anadolu,Elazig,Sosyal Konut (Alt Gelir),2312,954000.0,15426,14.99,10,95000.0,240,4000.0,Tamamlandi
TOKI_2026_003417,Güneydogu Anadolu,Sanliurfa,Sosyal Konut (Alt Gelir),2827,946000.0,16269,17.38,10,95000.0,240,4000.0,Insaat Halinde
TOKI_2026_003418,Dogu Anadolu,Mus,Sosyal Konut (Alt Gelir),72,1285000.0,347,20.75,10,128000.0,240,5000.0,Tamamlandi
TOKI_2026_003419,Karadeniz,Artvin,Sosyal Konut (Alt Gelir),2978,1065000.0,16097,18.5,10,106000.0,240,4000.0,Insaat Halinde
TOKI_2026_003420,Ege,Kutahya,Sosyal Konut (Alt Gelir),601,1499000.0,8466,7.1,10,150000.0,240,6000.0,Insaat Halinde
TOKI_2026_003421,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2860,1332000.0,69180,4.13,10,133000.0,240,5000.0,Tamamlandi
TOKI_2026_003422,Marmara,Istanbul,Sosyal Konut (Alt Gelir),685,1968000.0,18625,3.68,10,197000.0,240,7000.0,Tamamlandi
TOKI_2026_003423,Güneydogu Anadolu,Siirt,Orta Gelir Konut,915,1756000.0,2753,33.24,20,351000.0,180,8000.0,Insaat Halinde
TOKI_2026_003424,Ege,Izmir,Sosyal Konut (Alt Gelir),851,1631000.0,19954,4.26,10,163000.0,240,6000.0,Insaat Halinde
TOKI_2026_003425,Güneydogu Anadolu,Diyarbakir,Kentsel Donusum,526,1900000.0,1416,37.15,20,380000.0,180,8000.0,Tamamlandi
TOKI_2026_003426,Güneydogu Anadolu,Mardin,Kentsel Donusum,1208,2154000.0,4263,28.34,20,431000.0,180,10000.0,Insaat Halinde
TOKI_2026_003427,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2532,1858000.0,102137,2.48,10,186000.0,240,7000.0,Insaat Halinde
TOKI_2026_003428,Ege,Usak,Sosyal Konut (Alt Gelir),124,1313000.0,1234,10.05,10,131000.0,240,5000.0,Tamamlandi
TOKI_2026_003429,Ege,Izmir,Sosyal Konut (Alt Gelir),1914,1613000.0,21440,8.93,10,161000.0,240,6000.0,Tamamlandi
TOKI_2026_003430,Dogu Anadolu,Bingol,Kentsel Donusum,483,1829000.0,1368,35.31,20,366000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_003431,Marmara,Istanbul,Sosyal Konut (Alt Gelir),2835,1635000.0,118397,2.39,10,164000.0,240,6000.0,Planlama Asamasinda
TOKI_2026_003432,Marmara,Bursa,Kentsel Donusum,1354,2475000.0,17145,7.9,20,495000.0,180,11000.0,Insaat Halinde
TOKI_2026_003433,Marmara,Bursa,Sosyal Konut (Alt Gelir),2008,1239000.0,34853,5.76,10,124000.0,240,5000.0,Tamamlandi
TOKI_2026_003434,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),2303,1881000.0,53740,4.29,10,188000.0,240,7000.0,Tamamlandi
TOKI_2026_003435,Marmara,Bursa,Sosyal Konut (Alt Gelir),2830,1258000.0,49047,5.77,10,126000.0,240,5000.0,Tamamlandi
TOKI_2026_003436,Ic Anadolu,Cankiri,Kentsel Donusum,1590,1912000.0,3430,46.36,20,382000.0,180,8000.0,Insaat Halinde
TOKI_2026_003437,Akdeniz,Antalya,Kentsel Donusum,2983,2514000.0,33388,8.93,20,503000.0,180,11000.0,Insaat Halinde
TOKI_2026_003438,Ege,Aydin,Sosyal Konut (Alt Gelir),1400,1347000.0,19490,7.18,10,135000.0,240,5000.0,Insaat Halinde
TOKI_2026_003439,Karadeniz,Gumushane,Sosyal Konut (Alt Gelir),206,1318000.0,1035,19.9,10,132000.0,240,5000.0,Tamamlandi
TOKI_2026_003440,Karadeniz,Trabzon,Sosyal Konut (Alt Gelir),995,1284000.0,4095,24.3,10,128000.0,240,5000.0,Tamamlandi
TOKI_2026_003441,Marmara,Istanbul,Orta Gelir Konut,1157,3444000.0,19975,5.79,20,689000.0,180,15000.0,Tamamlandi
TOKI_2026_003442,Karadeniz,Samsun,Sosyal Konut (Alt Gelir),2931,1340000.0,20428,14.35,10,134000.0,240,5000.0,Insaat Halinde
TOKI_2026_003443,Dogu Anadolu,Agri,Sosyal Konut (Alt Gelir),2604,919000.0,16230,16.04,10,92000.0,240,3000.0,Tamamlandi
TOKI_2026_003444,Karadeniz,Tokat,Sosyal Konut (Alt Gelir),1026,1209000.0,8261,12.42,10,121000.0,240,5000.0,Tamamlandi
TOKI_2026_003445,Ic Anadolu,Sivas,Orta Gelir Konut,1995,1942000.0,8796,22.68,20,388000.0,180,9000.0,Tamamlandi
TOKI_2026_003446,Akdeniz,Adana,Sosyal Konut (Alt Gelir),2973,1566000.0,14742,20.17,10,157000.0,240,6000.0,Tamamlandi
TOKI_2026_003447,Ic Anadolu,Eskisehir,Sosyal Konut (Alt Gelir),126,1137000.0,471,26.75,10,114000.0,240,4000.0,Insaat Halinde
TOKI_2026_003448,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),1709,1260000.0,25361,6.74,10,126000.0,240,5000.0,Insaat Halinde
TOKI_2026_003449,Karadeniz,Gumushane,Sosyal Konut (Alt Gelir),1381,1188000.0,12015,11.49,10,119000.0,240,4000.0,Insaat Halinde
TOKI_2026_003450,Marmara,Istanbul,Orta Gelir Konut,1447,3379000.0,32546,4.45,20,676000.0,180,15000.0,Tamamlandi
TOKI_2026_003451,Ic Anadolu,Kirsehir,Orta Gelir Konut,2135,2103000.0,5810,36.75,20,421000.0,180,9000.0,Insaat Halinde
TOKI_2026_003452,Karadeniz,Corum,Sosyal Konut (Alt Gelir),2898,1071000.0,17986,16.11,10,107000.0,240,4000.0,Insaat Halinde
TOKI_2026_003453,Marmara,Yalova,Kentsel Donusum,1873,2324000.0,14146,13.24,20,465000.0,180,10000.0,Insaat Halinde
TOKI_2026_003454,Ege,Izmir,Sosyal Konut (Alt Gelir),2916,1718000.0,51783,5.63,10,172000.0,240,6000.0,Tamamlandi
TOKI_2026_003455,Dogu Anadolu,Agri,Sosyal Konut (Alt Gelir),2746,1239000.0,11163,24.6,10,124000.0,240,5000.0,Tamamlandi
TOKI_2026_003456,Ege,Izmir,Orta Gelir Konut,1433,3214000.0,17530,8.17,20,643000.0,180,14000.0,Tamamlandi
TOKI_2026_003457,Güneydogu Anadolu,Batman,Sosyal Konut (Alt Gelir),2737,943000.0,17965,15.24,10,94000.0,240,4000.0,Tamamlandi
TOKI_2026_003458,Marmara,Istanbul,Sosyal Konut (Alt Gelir),991,1961000.0,25835,3.84,10,196000.0,240,7000.0,Planlama Asamasinda
TOKI_2026_003459,Akdeniz,Antalya,Sosyal Konut (Alt Gelir),2721,1381000.0,68320,3.98,10,138000.0,240,5000.0,Insaat Halinde
TOKI_2026_003460,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),768,921000.0,3748,20.49,10,92000.0,240,3000.0,Tamamlandi
TOKI_2026_003461,Güneydogu Anadolu,Siirt,Sosyal Konut (Alt Gelir),2604,1310000.0,14907,17.47,10,131000.0,240,5000.0,Insaat Halinde
TOKI_2026_003462,Akdeniz,Adana,Sosyal Konut (Alt Gelir),1724,1461000.0,6953,24.8,10,146000.0,240,5000.0,Insaat Halinde
TOKI_2026_003463,Marmara,Istanbul,Orta Gelir Konut,698,3549000.0,13275,5.26,20,710000.0,180,16000.0,Insaat Halinde
TOKI_2026_003464,Güneydogu Anadolu,Mardin,Sosyal Konut (Alt Gelir),2941,1198000.0,17731,16.59,10,120000.0,240,4000.0,Tamamlandi
TOKI_2026_003465,Ege,Aydin,Sosyal Konut (Alt Gelir),1213,1319000.0,10500,11.55,10,132000.0,240,5000.0,Tamamlandi
TOKI_2026_003466,Karadeniz,Tokat,Kentsel Donusum,2100,1928000.0,9794,21.44,20,386000.0,180,9000.0,Tamamlandi
TOKI_2026_003467,Ic Anadolu,Ankara,Kentsel Donusum,2352,3445000.0,23452,10.03,20,689000.0,180,15000.0,Insaat Halinde
TOKI_2026_003468,Karadeniz,Artvin,Orta Gelir Konut,2118,2195000.0,5509,38.45,20,439000.0,180,10000.0,Tamamlandi
TOKI_2026_003469,Ege,Usak,Sosyal Konut (Alt Gelir),1613,1412000.0,22211,7.26,10,141000.0,240,5000.0,Insaat Halinde
TOKI_2026_003470,Ic Anadolu,Konya,Sosyal Konut (Alt Gelir),218,910000.0,1763,12.37,10,91000.0,240,3000.0,Tamamlandi
TOKI_2026_003471,Ic Anadolu,Nevsehir,Sosyal Konut (Alt Gelir),1207,1130000.0,8335,14.48,10,113000.0,240,4000.0,Tamamlandi
TOKI_2026_003472,Marmara,Balikesir,Orta Gelir Konut,310,2322000.0,1283,24.16,20,464000.0,180,10000.0,Insaat Halinde
TOKI_2026_003473,Dogu Anadolu,Elazig,Kentsel Donusum,254,1757000.0,1096,23.18,20,351000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_003474,Ege,Manisa,Sosyal Konut (Alt Gelir),2513,1405000.0,27672,9.08,10,141000.0,240,5000.0,Tamamlandi
TOKI_2026_003475,Ege,Izmir,Sosyal Konut (Alt Gelir),2882,1930000.0,49837,5.78,10,193000.0,240,7000.0,Tamamlandi
TOKI_2026_003476,Güneydogu Anadolu,Gaziantep,Sosyal Konut (Alt Gelir),1685,1213000.0,7223,23.33,10,121000.0,240,5000.0,Tamamlandi
TOKI_2026_003477,Akdeniz,Hatay,Sosyal Konut (Alt Gelir),1658,1470000.0,14568,11.38,10,147000.0,240,6000.0,Insaat Halinde
TOKI_2026_003478,Ege,Izmir,Sosyal Konut (Alt Gelir),1265,1853000.0,15163,8.34,10,185000.0,240,7000.0,Tamamlandi
TOKI_2026_003479,Dogu Anadolu,Malatya,Orta Gelir Konut,1701,1849000.0,6821,24.94,20,370000.0,180,8000.0,Planlama Asamasinda
TOKI_2026_003480,Karadeniz,Kastamonu,Sosyal Konut (Alt Gelir),745,1148000.0,4331,17.2,10,115000.0,240,4000.0,Tamamlandi
TOKI_2026_003481,Ic Anadolu,Ankara,Sosyal Konut (Alt Gelir),416,1523000.0,7371,5.64,10,152000.0,240,6000.0,Tamamlandi
TOKI_2026_003482,Güneydogu Anadolu,Diyarbakir,Sosyal Konut (Alt Gelir),2736,881000.0,18934,14.45,10,88000.0,240,3000.0,Planlama Asamasinda
TOKI_2026_003483,Marmara,Kocaeli,Kentsel Donusum,1584,2749000.0,6467,24.49,20,550000.0,180,12000.0,Planlama Asamasinda
TOKI_2026_003484,Marmara,Kirklareli,Orta Gelir Konut,1530,2488000.0,12129,12.61,20,498000.0,180,11000.0,Insaat Halinde
TOKI_2026_003485,Akdeniz,Antalya,Kentsel Donusum,692,2535000.0,9187,7.53,20,507000.0,180,11000.0,Tamamlandi
TOKI_2026_003486,Ege,Izmir,Sosyal Konut (Alt Gelir),2283,1859000.0,38520,5.93,10,186000.0,240,7000.0,Planlama Asamasinda
TOKI_2026_003487,Güneydogu Anadolu,Siirt,Sosyal Konut (Alt Gelir),1963,1194000.0,8629,22.75,10,119000.0,240,4000.0,Tamamlandi
TOKI_2026_003488,Ege,Mugla,Orta Gelir Konut,987,2758000.0,7763,12.71,20,552000.0,180,12000.0,Insaat Halinde
